13:00:11.095	55.4167	-2.16667	0.75	4.66667	86.75	-39	-79.9167	-32	
13:00:11.112	-17.75	24.6667	11.9167	72	-83.5833	-74.5	38.25	51	
13:00:11.129	27.75	1	20	3.66667	-47.5	-46.5	-24.5	-30	
13:00:11.162	-37	3.33333	-4.5	85.6667	81.0833	-24	2	64	
13:00:11.197	-1.5	-14.6667	-12	21	-11.8333	-43	49	4.62737e-10	
13:00:11.212	-78.5	44	15	-89.6667	48.75	-7.83333	-3.41667	79	
13:00:11.244	0.0833333	33.5	-36	-38	45.25	-19	21.9167	-60.6667	
13:00:11.287	73.25	-26.5	-17.3333	26	7.33333	84.6667	-53.75	23	
13:00:11.317	38.6667	-60	-0.5	-31	29	-27.5	1.75	52	
13:00:11.330	10.75	56	-73	-64	73.5	-60	15.25	-48.6667	
13:00:11.347	-4.25	-36.5	28.75	-99	57.9167	-2.5	22.5	-14.3333	
13:00:11.368	-16.1667	-15	-16.5	-22.3333	-69.5	-4.83333	-11.6667	13	
13:00:11.408	77.75	-9.16667	21.25	-30.6667	-56.5	33	-6.16667	81	
13:00:11.428	29.25	55.5	-17.9167	71	-25.5	-48.1667	-33	-12	
13:00:11.447	-10.4167	-29	86.5833	-19.6667	84.75	-11	19.9167	19	
13:00:11.462	-58.25	-67.3333	40	-49.6667	2.83333	-68	-46.1667	-54.6667	
13:00:11.487	-9.5	35	-19.0833	-30	34	0.166667	-80.5	-56	
13:00:11.507	78.25	-85	34.5833	71.3333	46.75	60.3333	33.1667	64	
13:00:11.537	40.75	-17.5	-17.5	23.3333	-39.25	-6.5	46.3333	32.3333	
13:00:11.559	10.75	-87.5	-17.25	20	-47.5	-44.1667	46.5	-64.3333	
13:00:11.578	29.6667	-0.5	-79.75	1.66667	-56	-9.66667	22.0833	40	
13:00:11.597	-12.8333	70.6667	-10.5	-42	-73.3333	19.5	-79.8333	-55	
13:00:11.628	65.75	-13	2.5	-33	44.4167	-79.3333	-48.75	-53	
13:00:11.647	-44.5	-57	35.75	10.6667	32.75	-62.5	-39.75	-92	
13:00:11.677	27	15.1667	-77.5	-33	43.25	58	-14.3333	-99.3333	
13:00:11.687	35.25	4.83333	73.8333	47	80.75	-35.3333	66	29.6667	
13:00:11.711	-13.8333	-28.5	-7	-41	-16	8.33333	76.1667	52	
13:00:11.749	-68.0833	47	5.5	72	-16	-66	-3.58333	-0.333333	
13:00:11.767	36.25	-28.6667	51	37	-11	45	15.75	-32.6667	
13:00:11.787	-54.1667	56.5	-25.8333	60.6667	-29.25	-92.3333	78.0833	-50	
13:00:11.808	41.3333	58.8333	-41.75	15.3333	-22.5833	-53	-54.0833	38.3333	
13:00:11.817	19	41.8333	-94.5833	92	6.83333	-6.83333	-64.25	-9.66667	
13:00:11.837	-13.8333	6.5	-65.4167	1	-78.25	36.8333	-46.5833	98	
13:00:11.857	20.6667	-79.8333	67	-14.3333	19	12	-54.8333	66.6667	
13:00:11.888	-9.5	25.6667	-36.0833	81	-8.08333	-69.1667	-12.5	-40.6667	
13:00:11.900	-3.16667	-46.5	-31.75	54	-16.5	-3.66667	2.16667	-34	
13:00:11.927	50.75	-28.3333	-28.5	-42	-40.6667	-14	36.75	-30.3333	
13:00:11.957	-44	55.1667	14.25	39	42.9167	-26	75	43	
13:00:11.977	-67.75	-85	66.8333	77	53.75	-30	58.1667	44	
13:00:11.999	-15.3333	-93	43.25	0.666667	12.6667	-48.5	78.4167	-73	
13:00:12.017	69.5	-49.1667	91.5	-67	-98.75	-28.6667	-36.5	-24	
13:00:12.028	55	29.5	-76.5	-47.6667	54.75	73.8333	8.66667	21	
13:00:12.048	88.25	66.3333	-38.75	-89.3333	15.25	46	60.25	1.66667	
13:00:12.067	-37.75	-50	62.1667	-62	-25.9167	-41	-45.25	63	
13:00:12.097	56.6667	8	-58.5	26.3333	-79.25	56.1667	-30.9167	-85	
13:00:12.117	-43.5	-18.5	-34.5	-42.6667	-74.0833	-17.5	-18.5833	-23	
13:00:12.137	10	20.5	40.0833	-14	-10.25	-18.6667	-15.75	-28.6667	
13:00:12.157	86.3333	-83.5	-79.75	-5.33333	-38.5	-63	33.4167	-24	
13:00:12.178	1.5	55.5	16.25	-51.6667	44.5833	-67.5	-90.6667	35	
13:00:12.197	20	-64	-47.25	-96	66	-50.3333	70.75	-21.3333	
13:00:12.219	35.9167	-25	-0.333333	20.3333	57.5	-65.8333	21.0833	-100	
13:00:12.247	35.5833	-28.5	26.5	-79.6667	60.75	-28	70.0833	27.6667	
13:00:12.268	-28.25	77	-56.8333	20	-68.4167	-74.3333	-73	50.6667	
13:00:12.287	-67.0833	66	83.8333	-3	-51	64.8333	-35.3333	-84	
13:00:12.297	-2.58333	25	52	33	71.25	-33.5	-92.9167	2.33333	
13:00:12.317	-41.25	25	6.58333	56	48.4167	24.1667	-20.75	32	
13:00:12.337	78.9167	-32	-70.9167	-63.6667	-69.25	-44.8333	37.1667	-40	
13:00:12.361	1.33333	43	44	18.3333	52.3333	-17	-46.0833	31	
13:00:12.387	-15.5	81.1667	53.3333	-26	65.25	14.3333	9.25	-61.3333	
13:00:12.408	-49.4167	2	-68.3333	-69.3333	80.75	53.8333	-31.0833	43	
13:00:12.437	-61.4167	-61.6667	-31	34.6667	31.3333	-15.5	-86.4167	44.6667	
13:00:12.467	49.25	2.66667	-68.9167	-51	76.6667	-71.8333	82.25	-77.6667	
13:00:12.488	-21.5833	-77.5	-79.1667	57.6667	38	-6.33333	-5.16667	3	
13:00:12.498	14.9167	-30.8333	-11.75	60.3333	28.5	60.5	52.0833	19.6667	
13:00:12.517	12.75	-58.8333	8.75	39	-39.8333	-42.8333	38.25	12.6667	
13:00:12.537	16.8333	-53	-56.9167	-65	-31.5	-85.6667	-7.16667	-90	
13:00:12.558	49.5833	-31.3333	42	-78.3333	32.0833	-8.5	26.75	-9.67306e-09	
13:00:12.588	42.5	32	16.0833	-3	17.5	41.8333	-57.75	-28.3333	
13:00:12.608	62.1667	5.5	27.9167	8.33333	-74.75	-65	9.91667	73	
